latitude,longitude
-7.785370426803369,110.3746300187285
-7.785623517008422,110.37458474682124
-7.7858767,110.37454
-7.786142632119857,110.37449368622505
-7.786408564239713,110.3744473724501
-7.786673854808163,110.37439756524029
-7.78687580995768,110.37452097057916
-7.786976889711682,110.37478050038085
-7.7871025994663015,110.37502872103025
-7.7872969,110.3752252
-7.787558941908546,110.37526990832707
-7.787808892628228,110.37516360723637
-7.788051598157057,110.3750397768091
-7.788269566666666,110.3749229
-7.788449973980788,110.37474816118808
-7.788543038526849,110.37450162338043
-7.78856667204421,110.37423763101731
-7.7885426,110.3739731
-7.78878848,110.37391597999999
-7.789036233333333,110.37386056666666
-7.789289777692816,110.3738174552833
-7.789541991877227,110.37376587889551
-7.789705764153778,110.3735617637919
-7.78979018179563,110.37329101686701
-7.7899153,110.373039
-7.790142,110.3729438
-7.790382728766664,110.37298428249946
-7.79041738,110.37323228
-7.79042395,110.37349069999999
-7.79043052,110.37374912
-7.7904914,110.3739664
-7.790705590450018,110.37405655925743
-7.790977575690477,110.37401316712165
-7.791239772802409,110.37392894413158
-7.791502783333334,110.37384061666667
-7.791767633333333,110.37374496666666
-7.79202875,110.37364984999999
-7.7922820598323534,110.37355816753751
-7.792535202808653,110.37346767787317
-7.792788347497203,110.37337719299866
-7.793041492185752,110.37328670812416
-7.793294636874301,110.37319622324966
-7.793549025,110.373104875
-7.793805900000001,110.3730118
-7.794062775,110.372918725
-7.794328314285714,110.37283941428572
-7.7942383571428575,110.37286355714286
-7.79397715,110.37294975
-7.793720275,110.373042825
-7.7934634,110.3731359
-7.7934521666666665,110.37286716666667
-7.793440933333334,110.37259843333332
-7.7934297,110.3723297
-7.79341875,110.37204961249999
-7.7934078,110.37176952499999
-7.7934043,110.3714816
-7.7934157,110.371178
-7.793424007054831,110.37090860131858
-7.793498588773638,110.37064318387938
-7.793638,110.3703787
-7.79381794,110.370133
-7.79396296,110.3699359
-7.794128833333334,110.36971226666667
-7.794291952764069,110.36949642169908
-7.794448481910173,110.3692911042477
-7.7946045,110.3690854
-7.7947739,110.3689037
-7.794602090822723,110.36871265127392
-7.794462745411361,110.36846032563696
-7.7943234,110.368208
-7.794144603185245,110.36803193449599
-7.793963725681017,110.36785786935152
-7.79374312316027,110.36771952915312
-7.793482115762678,110.36765479031637
-7.793213681175953,110.36762877146172
-7.792946591802287,110.36760639149824
-7.7926813,110.367591
-7.792404096814694,110.36759648844745
-7.792126873401913,110.3676007325415
-7.791849641532205,110.36760447556725
-7.791572423834161,110.3676091741723
-7.791295218261606,110.367614429054
-7.791018059130803,110.367621814527
-7.7907409,110.3676292
-7.790468673603933,110.36762432019093
-7.790230674408742,110.36749743890462
-7.790158990509968,110.36724315189701
-7.790144166666667,110.3670152
-7.790129827292445,110.36673211675323
-7.790112209169777,110.36646006701291
-7.790116,110.3661899
-7.790376062495551,110.36614411449327
-7.790638402088734,110.36611306965195
-7.790894608354938,110.36608147860781
-7.7911511,110.3660523
-7.79137985,110.36602629999999
-7.7916401,110.3659972
-7.791953534532681,110.36596071067468
-7.792243966666667,110.36593086666666
-7.792546490908262,110.36589723024977
-7.7928316833333335,110.36585906666667
-7.793107508333334,110.36582331666666
-7.793383333333333,110.36578756666667
-7.793659158333333,110.36575181666666
-7.7939329,110.36571796666667
-7.7942084,110.3656814
-7.794291866948344,110.36583576553043
-7.794300767793376,110.36610566212174
-7.794308741336141,110.36637556868304
-7.794313829330976,110.36664551513805
-7.794321929506658,110.3669154369456
-7.79433002968234,110.36718535875315
-7.794339824063965,110.36745522040465
-7.79435088834043,110.36772503696609
-7.7943521913378335,110.36799250819824
-7.794204251592622,110.368090667248
-7.794025306370489,110.367914468992
-7.793826044370291,110.36775426505024
-7.793570137784708,110.36767308330022
-7.793303262207799,110.36763635992098
-7.7930345,110.3676138
-7.7927707,110.3675925
-7.7924964978764635,110.36759465896496
-7.792219285107033,110.36759955781643
-7.7919420499916745,110.36760308199163
-7.7916648297335085,110.36760760797061
-7.791387612035464,110.36761230657567
-7.791110445507737,110.36761935270266
-7.790833286376935,110.36762673817566
-7.790563731618823,110.36765964777393
-7.790428970466826,110.36789403986919
-7.790418114062248,110.36815696797201
-7.790283,110.3683497
-7.790030305002209,110.36844065838063
-7.7897781,110.368533
-7.7897156,110.3687932
-7.789689989149816,110.36902483652833
-7.789560340277379,110.36927210779687
-7.78951539058095,110.36951997786025
-7.7894684,110.3697682
-7.789341156543518,110.37000547696091
-7.789183592600716,110.37022620387646
-7.789025955470638,110.37044687854056
-7.788868381098356,110.37066759782716
-7.788711715613291,110.37088896335732
-7.788555189357377,110.37111042519419
-7.788403317942013,110.37133510684752
-7.788263523573905,110.37156184136937
-7.788147358614703,110.37179048422632
-7.788047975,110.372025275
-7.7879462,110.3722547
-7.787886955896406,110.37251478612377
-7.78785499008364,110.3727770225902
-7.787828330398582,110.37303999816926
-7.787678383072802,110.37319830954553
-7.787396381130872,110.3731979698074
-7.787114855576813,110.37321470107545
-7.786912288157588,110.37330104595905
-7.786873995636372,110.37355869876491
-7.7867557,110.3737221
-7.7867757338651264,110.37401529666501
-7.7867188,110.3742872
-7.786450539142396,110.37433318499741
-7.786182279509941,110.37437917714138
-7.7859140198774845,110.37442516928535
-7.785644124845472,110.37447142409818
-7.785373412422736,110.37451781204908
-7.7851027,110.3745642
-7.784824684041169,110.37461231613298
-7.784546729857339,110.37466077519045
-7.7842694,110.3747127
-7.7839761,110.3747705
-7.783720537631481,110.37481273750814
-7.783464935425078,110.37485470954564
-7.7831917661925205,110.37489176357091
-7.782888249999999,110.37493380000001
-7.782603199329606,110.37498127597917
-7.782324348324017,110.37502773994794
-7.7820454973184265,110.3750742039167
-7.781765795950502,110.37512080067492
-7.7814844,110.3751677
-7.7812108295838325,110.3752132775088
-7.7809181,110.375262
-7.780656010191958,110.37530379803235
-7.7803939232443176,110.37534561399592
-7.7801501,110.3753845
-7.779913233333334,110.37542173333334
-7.779634360869566,110.37546683913044
-7.779370543478262,110.37550895652174
-7.779106726086957,110.37555107391304
-7.778842908695653,110.37559319130435
-7.778579091304348,110.37563530869566
-7.7783152739130434,110.37567742608697
-7.778051456521739,110.37571954347827
-7.777787639130435,110.37576166086957
-7.7775170244589065,110.37580475564492
-7.777243032059371,110.37584847038701
-7.776969039659836,110.37589218512912
-7.776695047278736,110.37593589998673
-7.776421058911494,110.37597963999468
-7.7761911,110.3759175
-7.776190668774724,110.37564114620174
-7.776190223993957,110.37536479242553
-7.776189360299894,110.37508844243133
-7.776179365292968,110.37481241795659
-7.776147387704516,110.37453796366694
-7.7761436,110.3743197
-7.776389549873801,110.37422510651508
-7.776647966666666,110.3741127
-7.7768919,110.3739905
-7.777132007214768,110.37386053449336
-7.777378163192056,110.37374264614746
-7.777626138342606,110.3736436097625
-7.7778671,110.373536
-7.7781548,110.37344200000001
-7.77837678,110.37337892
-7.77864972,110.37330668
-7.778676802757677,110.373076566395
-7.778608411030707,110.37281876557996
-7.7785539,110.3725577
-7.778499839429592,110.37230044164035
-7.778444823777787,110.37204338355431
-7.778403668599006,110.37178376088757
-7.778367781259374,110.3715233443788
-7.778176545967016,110.37147817818666
-7.777907214917541,110.37154069546665
-7.777637883868064,110.37160321274663
-7.77736884456497,110.37166687012697
-7.777102592540416,110.37174141851843
-7.7768468444640435,110.37184427546266
-7.776620283241069,110.37200195648097
-7.776544077107319,110.37223890446134
-7.77658473659396,110.37250969245126
-7.77661958955278,110.37277475338308
-7.77664372388195,110.37303808345771
-7.776704913091738,110.37329608807312
-7.776782052366949,110.37355465229244
-7.776852139009203,110.37381506553434
-7.776971935738256,110.37394717816446
-7.777213104442716,110.3738193034813
-7.7774619,110.373707
-7.777708216513701,110.37361181947753
-7.7779628,110.3735021
-7.7782511,110.3734158
-7.77846776,110.37335483999999
-7.7787407,110.3732826
-7.77899228,110.37323166
-7.779240833333334,110.37317680000001
-7.7794566,110.3731213
-7.7797085,110.3730479
-7.779982775,110.372974925
-7.780255007087259,110.37290162881
-7.7805256,110.3728259
-7.780780000893405,110.37277738255143
-7.78089202946646,110.37293613856582
-7.7809338789657625,110.37319760802045
-7.780978419310508,110.3734586386803
-7.781022959655254,110.37371966934015
-7.7810675,110.3739807
-7.78112798,110.37425298000001
-7.7811825,110.3744984
-7.7812341499999995,110.37478075
-7.7812858,110.3750631
-7.781113253291249,110.37522951975167
-7.780830736730652,110.37527593267745
-7.78056864758187,110.37531773484265
-7.780306561622159,110.37535955699796
-7.7800794,110.37539534999999
-7.779817766666667,110.37543726666667
-7.7797092,110.37528306666667
-7.7796895500000005,110.37502846666666
-7.779769185548093,110.37479281115903
-7.779946429324341,110.37459399695766
-7.779988851447176,110.374346850231
-7.779952282925681,110.37408303162194
-7.779918033170272,110.37381889264877
-7.779861794204332,110.37356029116731
-7.7797851471021655,110.37330409558365
-7.7797085,110.3730479
-7.779982775,110.372974925
